id,treat,pride_CL,energy,pride_sym,pride_dev,pride_pl,pride_esf,gender,age,geozone,zone1,zone2,zone3,zone4,edu,edu1,edu2,edu3,household,household1,household2,household3,household4,sample,webal
7258,1,2,1,3,3,3,0,Male,49,North,1,0,0,0,2,0,1,0,Two,0,1,0,0,1,1
7394,1,6,6,4,4,6,0,Male,66,North,1,0,0,0,2,0,1,0,Two,0,1,0,0,1,1
7352,1,4,2,5,7,7,0,Male,62,South,0,0,0,1,1,1,0,0,Three,0,0,1,0,1,1
7255,1,4,4,1,4,5,1,Male,38,Metropolitan Region,0,0,1,0,3,0,0,1,Three,0,0,1,0,1,1
7322,1,4,4,7,5,6,0,Male,76,Center,0,1,0,0,1,1,0,0,Two,0,1,0,0,1,1
7299,1,7,7,5,1,4,0,Male,41,North,1,0,0,0,3,0,0,1,Four or more,0,0,0,1,1,1
6658,1,,7,2,4,5,0,Male,45,South,0,0,0,1,1,1,0,0,Three,0,0,1,0,0,1
7719,1,7,6,3,4,6,0,Male,49,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
6289,1,1,1,5,2,2,0,Female,57,Center,0,1,0,0,2,0,1,0,Two,0,1,0,0,1,1
6019,0,5,4,5,5,5,1,Female,30,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,2.469197812741927
6620,1,2,3,6,5,4,0,Male,39,Metropolitan Region,0,0,1,0,3,0,0,1,Three,0,0,1,0,1,1
7390,1,4,5,7,7,7,0,Female,31,Metropolitan Region,0,0,1,0,3,0,0,1,Three,0,0,1,0,1,1
7163,1,5,5,5,5,6,0,Male,38,Metropolitan Region,0,0,1,0,3,0,0,1,One,1,0,0,0,1,1
7229,1,7,4,7,6,6,0,Male,57,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
7467,1,2,5,2,4,4,0,Female,22,Metropolitan Region,0,0,1,0,3,0,0,1,Two,0,1,0,0,1,1
6344,1,3,7,5,1,4,1,Female,22,Metropolitan Region,0,0,1,0,1,1,0,0,Four or more,0,0,0,1,1,1
7050,1,7,5,7,5,6,0,Male,63,Metropolitan Region,0,0,1,0,3,0,0,1,Three,0,0,1,0,1,1
7726,1,3,5,1,5,6,1,Male,28,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
6052,0,7,5,4,5,5,0,Female,57,Center,0,1,0,0,1,1,0,0,Four or more,0,0,0,1,1,2.645577874421452
6358,1,6,5,6,4,5,0,Male,58,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
7207,1,5,4,5,4,6,0,Male,38,Center,0,1,0,0,3,0,0,1,Two,0,1,0,0,1,1
7260,1,5,4,7,6,7,0,Male,55,South,0,0,0,1,1,1,0,0,Four or more,0,0,0,1,1,1
6528,1,4,5,7,1,6,0,Female,36,Center,0,1,0,0,1,1,0,0,Four or more,0,0,0,1,1,1
6973,1,4,5,7,6,5,1,Female,57,Metropolitan Region,0,0,1,0,2,0,1,0,Two,0,1,0,0,1,1
7418,1,4,5,6,4,5,0,Female,32,Metropolitan Region,0,0,1,0,3,0,0,1,Three,0,0,1,0,1,1
7732,1,1,5,7,5,1,0,Female,63,Metropolitan Region,0,0,1,0,1,1,0,0,Four or more,0,0,0,1,1,1
7033,1,7,7,5,3,4,0,Female,47,Metropolitan Region,0,0,1,0,2,0,1,0,Four or more,0,0,0,1,1,1
7755,1,2,7,5,7,5,0,Male,32,Metropolitan Region,0,0,1,0,2,0,1,0,Four or more,0,0,0,1,1,1
7641,1,3,6,3,4,4,,Female,70,Metropolitan Region,0,0,1,0,1,1,0,0,Four or more,0,0,0,1,0,1
6941,1,4,7,7,7,7,1,Female,51,Center,0,1,0,0,1,1,0,0,Four or more,0,0,0,1,1,1
5814,0,7,5,7,7,7,0,Female,45,Center,0,1,0,0,3,0,0,1,Three,0,0,1,0,1,2.140029367285103
5771,0,6,5,5,5,6,0,Female,76,South,0,0,0,1,3,0,0,1,Three,0,0,1,0,1,2.149234916855452
7024,1,4,7,7,4,6,0,Male,53,South,0,0,0,1,3,0,0,1,Three,0,0,1,0,1,1
5948,0,6,5,7,5,6,0,Male,41,South,0,0,0,1,1,1,0,0,Three,0,0,1,0,1,3.556747276006425
6331,1,1,7,7,6,7,0,Male,49,South,0,0,0,1,2,0,1,0,Four or more,0,0,0,1,1,1
6634,1,1,7,6,3,6,0,Female,57,South,0,0,0,1,1,1,0,0,Two,0,1,0,0,1,1
6347,1,1,3,1,7,7,0,Female,40,South,0,0,0,1,1,1,0,0,Four or more,0,0,0,1,1,1
7733,1,7,6,7,4,7,0,Male,64,South,0,0,0,1,3,0,0,1,Three,0,0,1,0,1,1
6916,1,2,7,7,4,6,0,Female,30,South,0,0,0,1,2,0,1,0,Three,0,0,1,0,1,1
7388,1,3,3,7,4,5,0,Female,52,Center,0,1,0,0,3,0,0,1,Two,0,1,0,0,1,1
7292,1,4,6,1,5,6,,Female,58,Center,0,1,0,0,3,0,0,1,Three,0,0,1,0,0,1
5910,0,5,5,5,5,7,0,Female,52,Metropolitan Region,0,0,1,0,2,0,1,0,Four or more,0,0,0,1,1,2.549627205185037
6185,0,5,6,7,5,6,0,Female,48,Metropolitan Region,0,0,1,0,1,1,0,0,Three,0,0,1,0,1,2.980371566438252
6212,0,2,2,,4,3,0,Female,38,Metropolitan Region,0,0,1,0,3,0,0,1,Two,0,1,0,0,0,2.38833956231093
7603,1,6,5,7,6,7,0,Female,43,Metropolitan Region,0,0,1,0,2,0,1,0,Three,0,0,1,0,1,1
5770,0,5,5,7,5,7,1,Female,64,Metropolitan Region,0,0,1,0,1,1,0,0,Three,0,0,1,0,1,2.764917865383566
7723,1,7,7,3,1,7,0,Male,45,Metropolitan Region,0,0,1,0,2,0,1,0,One,1,0,0,0,1,1
6053,0,5,4,7,5,7,0,Male,33,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,2.608969462278318
7707,1,6,7,7,4,6,1,Male,32,Metropolitan Region,0,0,1,0,3,0,0,1,Two,0,1,0,0,1,1
6746,1,6,5,7,6,7,0,Male,53,Metropolitan Region,0,0,1,0,3,0,0,1,Three,0,0,1,0,1,1
7158,1,5,2,6,5,4,1,Female,66,Metropolitan Region,0,0,1,0,1,1,0,0,Two,0,1,0,0,1,1
7778,1,3,6,5,3,5,0,Male,52,Metropolitan Region,0,0,1,0,2,0,1,0,Three,0,0,1,0,1,1
5933,0,5,6,5,1,6,0,Male,41,Metropolitan Region,0,0,1,0,3,0,0,1,Three,0,0,1,0,1,2.518210590856227
6239,0,4,6,1,3,3,0,Male,55,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,2.353207656172875
7684,1,4,7,6,5,6,0,Female,62,Metropolitan Region,0,0,1,0,1,1,0,0,Four or more,0,0,0,1,1,1
5912,0,5,5,7,5,7,0,Male,54,Metropolitan Region,0,0,1,0,3,0,0,1,Two,0,1,0,0,1,2.374276484904308
7364,1,2,2,5,1,5,0,Female,34,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
7316,1,4,5,6,4,6,1,Male,65,Metropolitan Region,0,0,1,0,1,1,0,0,Two,0,1,0,0,1,1
7084,1,4,2,4,2,4,0,Female,36,Metropolitan Region,0,0,1,0,3,0,0,1,Three,0,0,1,0,1,1
5862,0,6,5,6,6,7,0,Female,50,Metropolitan Region,0,0,1,0,2,0,1,0,Three,0,0,1,0,1,2.579095034782388
7727,1,5,6,4,2,5,0,Male,55,Metropolitan Region,0,0,1,0,1,1,0,0,Two,0,1,0,0,1,1
7793,1,1,7,1,1,1,1,Female,25,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
6666,1,4,7,7,4,5,1,Female,71,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
6330,1,2,3,7,1,4,1,Female,52,Metropolitan Region,0,0,1,0,1,1,0,0,Three,0,0,1,0,1,1
6388,1,3,6,7,3,5,0,Female,72,Metropolitan Region,0,0,1,0,1,1,0,0,Three,0,0,1,0,1,1
7307,1,3,6,3,4,3,1,Male,23,Metropolitan Region,0,0,1,0,3,0,0,1,Three,0,0,1,0,1,1
7596,1,3,3,1,1,4,0,Male,26,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
6676,1,2,7,5,2,5,1,Female,65,Metropolitan Region,0,0,1,0,1,1,0,0,Four or more,0,0,0,1,1,1
7633,1,5,5,6,1,6,0,Female,31,Metropolitan Region,0,0,1,0,3,0,0,1,Two,0,1,0,0,1,1
7556,1,6,5,4,6,6,0,Female,31,Metropolitan Region,0,0,1,0,3,0,0,1,One,1,0,0,0,1,1
6573,1,1,5,7,7,7,0,Male,50,North,1,0,0,0,1,1,0,0,Three,0,0,1,0,1,1
6526,1,7,7,7,7,7,0,Male,26,North,1,0,0,0,1,1,0,0,Four or more,0,0,0,1,1,1
7041,1,7,6,7,5,5,1,Male,32,Metropolitan Region,0,0,1,0,2,0,1,0,Four or more,0,0,0,1,1,1
6404,1,4,6,6,3,5,0,Male,40,Metropolitan Region,0,0,1,0,1,1,0,0,Four or more,0,0,0,1,1,1
7767,1,5,5,7,6,7,1,Female,74,Metropolitan Region,0,0,1,0,1,1,0,0,Two,0,1,0,0,1,1
6905,1,5,7,7,4,6,0,Female,40,South,0,0,0,1,2,0,1,0,Three,0,0,1,0,1,1
6624,1,3,5,3,4,5,0,Male,26,South,0,0,0,1,3,0,0,1,Four or more,0,0,0,1,1,1
7738,1,6,4,6,4,7,0,Male,48,South,0,0,0,1,1,1,0,0,Three,0,0,1,0,1,1
7559,1,3,5,3,2,5,0,Female,43,Center,0,1,0,0,2,0,1,0,Four or more,0,0,0,1,1,1
5759,0,5,6,4,6,6,0,Male,36,Metropolitan Region,0,0,1,0,2,0,1,0,Four or more,0,0,0,1,1,2.945020055113117
7109,1,1,7,1,1,3,0,Female,31,Metropolitan Region,0,0,1,0,3,0,0,1,Three,0,0,1,0,1,1
6064,0,4,,1,1,5,0,Male,41,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,0,2.51289827014726
7702,1,6,5,3,4,5,0,Male,66,Metropolitan Region,0,0,1,0,1,1,0,0,Four or more,0,0,0,1,1,1
6833,1,1,6,1,1,1,1,Female,46,Metropolitan Region,0,0,1,0,2,0,1,0,Four or more,0,0,0,1,1,1
6036,0,5,6,7,5,7,0,Male,50,Metropolitan Region,0,0,1,0,1,1,0,0,Four or more,0,0,0,1,1,3.157207646279001
6982,1,5,7,1,5,5,0,Female,28,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
6215,0,6,6,7,6,6,0,Male,37,Metropolitan Region,0,0,1,0,2,0,1,0,Three,0,0,1,0,1,2.937437496143768
7690,1,2,7,1,3,3,0,Male,38,Metropolitan Region,0,0,1,0,3,0,0,1,Three,0,0,1,0,1,1
5809,0,7,6,7,6,6,0,Female,50,Metropolitan Region,0,0,1,0,3,0,0,1,Three,0,0,1,0,1,2.252878660554209
6806,1,7,7,5,5,6,0,Female,34,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
6368,1,4,7,1,4,3,0,Female,26,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
5734,0,6,5,7,5,5,,Female,57,Metropolitan Region,0,0,1,0,1,1,0,0,Two,0,1,0,0,0,2.863233065420916
6607,1,4,5,7,3,4,1,Male,33,Metropolitan Region,0,0,1,0,2,0,1,0,Four or more,0,0,0,1,1,1
7674,1,5,5,4,5,5,1,Female,67,Metropolitan Region,0,0,1,0,1,1,0,0,Three,0,0,1,0,1,1
6408,1,1,7,7,5,5,0,Female,65,Metropolitan Region,0,0,1,0,1,1,0,0,Four or more,0,0,0,1,1,1
6635,1,4,5,5,3,4,0,Male,33,Metropolitan Region,0,0,1,0,3,0,0,1,Two,0,1,0,0,1,1
7549,1,7,6,7,5,3,0,Male,53,Metropolitan Region,0,0,1,0,2,0,1,0,Four or more,0,0,0,1,1,1
7594,1,7,5,7,7,7,0,Female,58,Metropolitan Region,0,0,1,0,1,1,0,0,Four or more,0,0,0,1,1,1
6801,1,5,7,2,1,5,1,Male,33,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
7188,1,5,7,7,5,7,1,Female,49,Center,0,1,0,0,1,1,0,0,Two,0,1,0,0,1,1
7521,1,2,1,1,6,3,1,Female,29,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
6322,1,2,5,1,4,3,0,Male,31,Metropolitan Region,0,0,1,0,3,0,0,1,Two,0,1,0,0,1,1
6858,1,7,7,7,4,7,0,Female,61,Center,0,1,0,0,3,0,0,1,Two,0,1,0,0,1,1
7198,1,5,7,7,5,6,0,Male,67,Metropolitan Region,0,0,1,0,1,1,0,0,Four or more,0,0,0,1,1,1
5861,0,7,7,7,5,7,0,Male,52,Center,0,1,0,0,1,1,0,0,Four or more,0,0,0,1,1,2.902202757206037
6196,0,5,6,7,3,6,0,Female,65,Center,0,1,0,0,3,0,0,1,Two,0,1,0,0,1,1.952547693682828
7479,1,5,6,6,6,5,0,Male,57,Center,0,1,0,0,1,1,0,0,Four or more,0,0,0,1,1,1
6438,1,7,6,6,7,7,0,Male,58,South,0,0,0,1,1,1,0,0,Four or more,0,0,0,1,1,1
7157,1,6,7,5,5,7,0,Female,47,South,0,0,0,1,3,0,0,1,Three,0,0,1,0,1,1
7588,1,5,4,5,5,5,0,Female,39,South,0,0,0,1,2,0,1,0,Four or more,0,0,0,1,1,1
6591,1,5,5,7,6,7,0,Male,69,South,0,0,0,1,1,1,0,0,Three,0,0,1,0,1,1
6499,1,3,1,1,7,5,1,Female,24,South,0,0,0,1,1,1,0,0,Four or more,0,0,0,1,1,1
5875,0,5,3,5,4,6,0,Male,42,South,0,0,0,1,1,1,0,0,Four or more,0,0,0,1,1,3.532637768355981
6640,1,6,5,7,6,7,0,Male,54,South,0,0,0,1,3,0,0,1,Four or more,0,0,0,1,1,1
6287,1,4,5,7,5,7,1,Male,45,South,0,0,0,1,2,0,1,0,Three,0,0,1,0,1,1
7309,1,4,5,3,5,5,0,Male,23,South,0,0,0,1,2,0,1,0,Three,0,0,1,0,1,1
6310,1,3,4,1,2,4,1,Female,49,South,0,0,0,1,3,0,0,1,One,1,0,0,0,1,1
7161,1,3,5,7,4,6,0,Male,60,South,0,0,0,1,3,0,0,1,Four or more,0,0,0,1,1,1
6120,0,5,6,7,5,7,0,Female,47,South,0,0,0,1,2,0,1,0,Two,0,1,0,0,1,2.824858124450574
6949,1,7,5,6,,6,0,Female,60,South,0,0,0,1,1,1,0,0,Three,0,0,1,0,0,1
7252,1,3,6,5,4,5,0,Male,38,North,1,0,0,0,2,0,1,0,Four or more,0,0,0,1,1,1
6058,0,4,5,1,1,4,0,Female,28,North,1,0,0,0,3,0,0,1,Four or more,0,0,0,1,1,2.145979943790333
5698,0,4,7,3,5,6,0,Male,30,North,1,0,0,0,3,0,0,1,Four or more,0,0,0,1,1,2.278114414317065
7421,1,7,4,7,5,7,0,Female,58,North,1,0,0,0,3,0,0,1,Three,0,0,1,0,1,1
5992,0,3,2,7,6,7,0,Male,49,North,1,0,0,0,2,0,1,0,Four or more,0,0,0,1,1,2.385649382695765
7664,1,4,5,7,6,7,0,Female,50,South,0,0,0,1,1,1,0,0,Two,0,1,0,0,1,1
5797,0,6,6,5,5,6,0,Male,45,South,0,0,0,1,3,0,0,1,Four or more,0,0,0,1,1,2.657845529070147
7232,1,5,6,6,5,6,1,Male,59,South,0,0,0,1,2,0,1,0,Three,0,0,1,0,1,1
7015,1,5,4,6,4,5,0,Female,35,North,1,0,0,0,3,0,0,1,One,1,0,0,0,1,1
7342,1,5,7,7,4,7,0,Male,56,North,1,0,0,0,3,0,0,1,Four or more,0,0,0,1,1,1
7111,1,5,7,7,7,7,1,Male,60,South,0,0,0,1,2,0,1,0,Four or more,0,0,0,1,1,1
7691,1,1,7,4,5,5,0,Male,34,Metropolitan Region,0,0,1,0,3,0,0,1,Two,0,1,0,0,1,1
7477,1,6,4,5,5,6,1,Female,35,Metropolitan Region,0,0,1,0,3,0,0,1,One,1,0,0,0,1,1
6410,1,1,7,3,7,6,0,Male,30,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
6909,1,4,6,7,4,7,0,Male,52,South,0,0,0,1,1,1,0,0,Four or more,0,0,0,1,1,1
7636,1,4,7,7,4,7,0,Male,39,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
5834,0,5,7,7,3,7,0,Male,47,Metropolitan Region,0,0,1,0,2,0,1,0,Three,0,0,1,0,1,2.802857535194919
7791,1,7,6,7,6,7,0,Female,80,South,0,0,0,1,1,1,0,0,Four or more,0,0,0,1,1,1
7369,1,5,6,7,4,5,0,Male,35,Center,0,1,0,0,3,0,0,1,One,1,0,0,0,1,1
6219,0,7,6,7,5,7,1,Male,41,South,0,0,0,1,1,1,0,0,Four or more,0,0,0,1,1,3.549244098043668
5878,0,3,5,5,5,3,0,Female,66,Metropolitan Region,0,0,1,0,1,1,0,0,Four or more,0,0,0,1,1,2.733326889708386
7765,1,3,5,4,5,5,0,Female,22,Metropolitan Region,0,0,1,0,3,0,0,1,Two,0,1,0,0,1,1
7763,1,5,5,6,4,5,0,Male,52,South,0,0,0,1,2,0,1,0,Four or more,0,0,0,1,1,1
7453,1,5,7,7,5,5,0,Female,45,Metropolitan Region,0,0,1,0,1,1,0,0,Four or more,0,0,0,1,1,1
6200,0,7,5,7,4,4,1,Female,60,Metropolitan Region,0,0,1,0,2,0,1,0,Two,0,1,0,0,1,2.466135152017533
6241,0,7,5,7,5,7,0,Female,62,Metropolitan Region,0,0,1,0,2,0,1,0,Three,0,0,1,0,1,2.437957962172404
5693,0,7,5,5,6,7,1,Male,63,Metropolitan Region,0,0,1,0,1,1,0,0,Three,0,0,1,0,1,2.976750197040327
7657,1,2,5,6,4,5,0,Male,29,Metropolitan Region,0,0,1,0,3,0,0,1,Two,0,1,0,0,1,1
7310,1,4,5,7,4,6,0,Male,61,Metropolitan Region,0,0,1,0,1,1,0,0,Four or more,0,0,0,1,1,1
5852,0,5,5,6,5,6,0,Female,47,Metropolitan Region,0,0,1,0,1,1,0,0,Three,0,0,1,0,1,2.994381786582368
5883,0,4,4,3,4,5,1,Male,27,Metropolitan Region,0,0,1,0,3,0,0,1,Three,0,0,1,0,1,2.689098440177879
6474,1,3,5,2,1,2,0,Female,35,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
6006,0,5,6,5,5,4,0,Female,33,Metropolitan Region,0,0,1,0,3,0,0,1,Two,0,1,0,0,1,2.445005711294801
6072,0,7,4,7,4,6,0,Male,47,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,2.443173679686916
6793,1,4,6,6,4,6,0,Male,56,Metropolitan Region,0,0,1,0,3,0,0,1,Three,0,0,1,0,1,1
6930,1,5,7,7,6,6,1,Male,35,Metropolitan Region,0,0,1,0,1,1,0,0,Four or more,0,0,0,1,1,1
6168,0,6,5,4,5,5,0,Male,59,Metropolitan Region,0,0,1,0,3,0,0,1,Three,0,0,1,0,1,2.31435697645696
6017,0,6,6,7,4,6,0,Female,48,Metropolitan Region,0,0,1,0,3,0,0,1,Three,0,0,1,0,1,2.274109243521689
7397,1,3,6,6,2,2,0,Male,33,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
7807,1,4,6,5,6,7,1,Male,66,Metropolitan Region,0,0,1,0,1,1,0,0,One,1,0,0,0,1,1
5822,0,5,7,7,7,7,0,Female,67,Metropolitan Region,0,0,1,0,1,1,0,0,Four or more,0,0,0,1,1,2.720538102512898
6980,1,5,7,7,5,7,0,Male,58,Center,0,1,0,0,1,1,0,0,Two,0,1,0,0,1,1
7500,1,4,5,7,5,5,0,Male,70,Metropolitan Region,0,0,1,0,1,1,0,0,Two,0,1,0,0,1,1
7259,1,3,4,4,6,6,0,Male,58,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
6411,1,3,7,1,3,3,0,Male,25,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
6583,1,5,5,5,1,7,0,Female,33,Metropolitan Region,0,0,1,0,3,0,0,1,Three,0,0,1,0,1,1
7283,1,3,4,7,6,6,0,Female,55,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
7360,1,5,5,2,4,3,0,Male,41,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
5876,0,6,7,5,6,7,0,Female,39,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,2.367145940796853
7785,1,5,6,5,5,6,0,Male,33,Metropolitan Region,0,0,1,0,3,0,0,1,Three,0,0,1,0,1,1
5937,0,6,5,7,5,7,1,Female,66,Metropolitan Region,0,0,1,0,1,1,0,0,One,1,0,0,0,1,2.750698496535771
6242,0,6,6,4,5,6,0,Female,38,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,2.378273491508069
7511,1,5,7,4,5,6,0,Female,83,Metropolitan Region,0,0,1,0,1,1,0,0,One,1,0,0,0,1,1
6996,1,7,7,7,4,5,0,Male,42,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
7817,1,7,4,6,5,6,0,Male,30,Metropolitan Region,0,0,1,0,3,0,0,1,One,1,0,0,0,1,1
7032,1,5,6,7,6,6,0,Female,78,Metropolitan Region,0,0,1,0,3,0,0,1,Two,0,1,0,0,1,1
7743,1,6,6,1,1,3,0,Female,80,Metropolitan Region,0,0,1,0,2,0,1,0,Two,0,1,0,0,1,1
6606,1,4,5,6,4,5,1,Female,52,South,0,0,0,1,3,0,0,1,Four or more,0,0,0,1,1,1
7801,1,7,5,7,6,7,0,Male,84,South,0,0,0,1,3,0,0,1,One,1,0,0,0,1,1
7825,1,2,7,1,4,6,0,Male,34,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
6609,1,5,5,6,5,6,0,Female,55,South,0,0,0,1,1,1,0,0,Two,0,1,0,0,1,1
5881,0,5,3,4,5,7,0,Female,68,South,0,0,0,1,3,0,0,1,Two,0,1,0,0,1,2.236120044913362
6994,1,6,7,6,5,6,0,Male,41,Metropolitan Region,0,0,1,0,1,1,0,0,Four or more,0,0,0,1,1,1
5907,0,3,2,5,1,2,0,Female,37,Metropolitan Region,0,0,1,0,2,0,1,0,Four or more,0,0,0,1,1,2.735445712707495
6730,1,7,4,7,4,4,0,Female,58,Metropolitan Region,0,0,1,0,2,0,1,0,Four or more,0,0,0,1,1,1
7230,1,1,1,7,5,7,1,Female,52,Metropolitan Region,0,0,1,0,2,0,1,0,Two,0,1,0,0,1,1
5754,0,5,6,7,5,5,0,Female,35,Metropolitan Region,0,0,1,0,2,0,1,0,Four or more,0,0,0,1,1,2.761223890721926
6516,1,5,6,4,4,4,1,Male,27,Metropolitan Region,0,0,1,0,1,1,0,0,Three,0,0,1,0,1,1
6614,1,5,5,6,3,5,0,Female,49,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
5848,0,4,4,3,3,5,0,Male,35,Metropolitan Region,0,0,1,0,1,1,0,0,Two,0,1,0,0,1,3.401643833115371
7478,1,7,5,6,5,7,0,Female,55,Metropolitan Region,0,0,1,0,1,1,0,0,Three,0,0,1,0,1,1
6291,1,7,7,7,4,5,1,Male,20,Metropolitan Region,0,0,1,0,1,1,0,0,Four or more,0,0,0,1,1,1
6683,1,1,2,1,4,2,0,Female,27,Metropolitan Region,0,0,1,0,3,0,0,1,One,1,0,0,0,1,1
6149,0,5,5,7,7,5,0,Male,66,Metropolitan Region,0,0,1,0,1,1,0,0,Two,0,1,0,0,1,2.941367209962837
5713,0,5,7,7,5,6,0,Male,76,Metropolitan Region,0,0,1,0,1,1,0,0,Two,0,1,0,0,1,2.806607207486973
7554,1,1,5,7,5,5,1,Female,49,Metropolitan Region,0,0,1,0,1,1,0,0,Four or more,0,0,0,1,1,1
5708,0,6,4,7,5,7,0,Male,40,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,2.524710977784449
7570,1,3,6,7,3,7,0,Female,42,Metropolitan Region,0,0,1,0,1,1,0,0,Three,0,0,1,0,1,1
7728,1,1,7,7,3,7,0,Female,67,Metropolitan Region,0,0,1,0,1,1,0,0,Two,0,1,0,0,1,1
7263,1,4,7,7,3,5,0,Female,63,Metropolitan Region,0,0,1,0,2,0,1,0,Four or more,0,0,0,1,1,1
6389,1,4,6,7,5,7,0,Female,25,Metropolitan Region,0,0,1,0,1,1,0,0,Four or more,0,0,0,1,1,1
6668,1,5,7,7,3,5,,Female,65,Metropolitan Region,0,0,1,0,1,1,0,0,Four or more,0,0,0,1,0,1
6525,1,7,6,3,2,3,0,Male,39,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,1
5676,0,7,2,7,7,7,0,Male,73,Metropolitan Region,0,0,1,0,1,1,0,0,Two,0,1,0,0,1,2.846373708875629
5732,0,4,5,7,4,7,0,Male,60,Metropolitan Region,0,0,1,0,1,1,0,0,Two,0,1,0,0,1,3.025309512474226
7128,1,3,5,3,3,4,0,Female,32,Metropolitan Region,0,0,1,0,2,0,1,0,Three,0,0,1,0,1,1
6280,1,6,7,7,1,6,0,Female,68,Metropolitan Region,0,0,1,0,1,1,0,0,Three,0,0,1,0,1,1
6393,1,1,7,1,2,4,0,Male,54,Metropolitan Region,0,0,1,0,2,0,1,0,Two,0,1,0,0,1,1
7359,1,7,3,7,5,7,0,Male,67,Metropolitan Region,0,0,1,0,1,1,0,0,One,1,0,0,0,1,1
6556,1,4,4,7,6,7,0,Female,49,Metropolitan Region,0,0,1,0,1,1,0,0,Four or more,0,0,0,1,1,1
7273,1,5,6,7,5,6,0,Female,56,Metropolitan Region,0,0,1,0,1,1,0,0,Three,0,0,1,0,1,1
7052,1,5,7,6,6,6,0,Female,55,Metropolitan Region,0,0,1,0,1,1,0,0,Four or more,0,0,0,1,1,1
6183,0,4,6,5,4,5,1,Male,46,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,2.454658623875814
6542,1,7,2,7,1,4,0,Male,25,Metropolitan Region,0,0,1,0,2,0,1,0,Four or more,0,0,0,1,1,1
6774,1,4,7,7,5,7,1,Male,43,Metropolitan Region,0,0,1,0,2,0,1,0,Four or more,0,0,0,1,1,1
6014,0,4,6,5,5,7,0,Female,34,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,2.423309246326978
6229,0,1,7,7,1,4,0,Female,45,Metropolitan Region,0,0,1,0,1,1,0,0,Four or more,0,0,0,1,1,3.016223753905431
6429,1,5,6,6,4,6,0,Male,53,Metropolitan Region,0,0,1,0,1,1,0,0,Four or more,0,0,0,1,1,1
5860,0,6,6,7,7,7,0,Female,48,Metropolitan Region,0,0,1,0,1,1,0,0,Four or more,0,0,0,1,1,2.974084288618716
7422,1,2,6,3,6,6,0,Male,56,Metropolitan Region,0,0,1,0,1,1,0,0,Three,0,0,1,0,1,1
6038,0,5,3,1,1,5,0,Male,58,Metropolitan Region,0,0,1,0,2,0,1,0,Two,0,1,0,0,1,2.667557509144768
5827,0,4,6,6,4,4,0,Female,23,Metropolitan Region,0,0,1,0,3,0,0,1,Four or more,0,0,0,1,1,2.551603627683875
